Autor_Tema_Publicação;Citação
Ana_Miranda;O certo é que todo lugar é lugar de livros, todo lugar é bom para livros, mesmo um banheiro, uma copa, uma sala caseira de cinema, uma brinquedoteca, uma varanda... Queremos ficar sempre perto desses nossos amigos leais, francos, divertidos, eloquentes, silenciosos, calmos e sábios, que são os livros.
Ana_Miranda;... o quintal existe para vocês terem lembranças, não se esqueçam de fazer um quintal para seus filhos.
Ana_Miranda;As árvores parecem indefesas, mas a sua ausência é o nosso castigo, o seu desaparecimento é o pior dos venenos.
Ana_Miranda;"Nós todos somos turistas, algum dia. Mesmo o mais pobrezinho um dia toma um ônibus e vai para o interior, visitar uma avó; [...] Quem é que não precisa de contato com a natureza, um banho de cachoeira, um castelo na areia, uma caminhada nas matas, olhar as vaquinhas no pasto, sentir o vento debaixo de um coqueiral, tomar uma cervejinha com os pés nas águas frias do maceió? [...] Quebrar a rotina, ver novas paisagens, novos comportamentos, esquecer os problemas, as regras, o frio, a neve, a parede da própria casa, a janela que dá para outra janela, o cimento diante de cimento..."
Ana_Miranda;Muitas vezes acho que podemos sentir a alma de uma pessoa pelo seu jardim.
Ana_Miranda;Talvez a geografia pessoal seja apenas a lembrança da infância, ou um desejo de voltar no tempo.
Ana_Miranda;O passado é totalmente imaterial, e perdido. Não existe mais, mesmo sendo indestrutível. O que existe é uma reconstrução constante de uma memória efêmera.
Ana_Miranda;Ler é vagar por dentro de outra pessoa, experimentar o que é ser o outro, e até nos tornarmos o outro, naquele momento.
Ana_Miranda;O lixo nos une.
Ana_Miranda;Todos somos solitários, e vivemos em busca do outro, mas sempre somos apenas nós mesmos, e ninguém, jamais, tem o poder de compreender totalmente o outro, a compreensão, a afinidade, a conjunção, são apenas um desejo de fugir à solidão.
Ana_Miranda;E quando ali retornares / Verás que nunca nos fomos / Pois o lugar onde estamos / O lugar onde estaremos / É sempre o lugar que somos.
Ana_Paula_Arósio;É que homem é assim, né? Nos primeiros quinze dias, acha tudo lindo. Depois começa: ‘Você vai beijar seu cachorro na boca e vai me beijar? Vai beijar o cavalo e vai me beijar?’. Eu respondo: ‘Vou beijar o cavalo!’
Ana_Paula_Arósio;Não vejo o orgasmo como um fim. Senão, o mais prático seria a masturbação. É mais rápido, garantido e não precisa conversar depois.
Ana_Paula_Arósio;Castro bois e cavalos. É uma coisa que no sítio só eu faço. Também já entubei cavalos que estavam com cólicas.
Ana_Paula_Arósio;Se Deus quiser, continuarei festeira. Quero ser DJ de bailes da terceira idade aos 80 anos.
Ana_Paula_Arósio;A Ana Paula Arósio é tão linda que as outras atrizes da Globo deveriam ir para casa cortar os pulsos
Ana_Paula_Arósio;Teve uma coisa que mexeu muito com a gente, que foram os olhos da Ana Paula Arósio. Na hora em que ela aparecia, um olhava para a cara do outro e dizia: ‘O que que é isso, meu Deus?
Ana_Paula_Arósio;Olhos iguais aos de Ana Paula, com tanto fascínio, só vi numa única mulher em toda a minha vida, diz. São os olhos da minha mãe.
Ana_Paula_Maia;Enquanto tiver uma vaca neste mundo, lá estará um sujeito disposto a matá-la. — E outro disposto a comê-la.
Ana_Paula_Maia;Assim, ao comer a carne de Cristo e beber do seu sangue, ele se sente parte de Cristo. Porém, nunca pensou que ao comer a carne dos bois e beber do seu sangue também se torna parte do gado que diariamente ele abate.
Ana_Paula_Maia;Não há ninguém que o impeça, pois homens como ele são poucos, que são homens para matar. Os que comem são muitos e comem de modo que nunca se fartam. São todos homens de sangue, os que matam e os que comem. Ninguém está impune.
Ana_Paula_Oliveira;Antes do jogo sou tratada com a maior delicadeza. Já durante a partida, os ânimos se exaltam.
Ana_Paula_Oliveira;Não adianta a gente pensar que o preconceito foi quebrado, porque ele não foi.
Ana_Paula_Padrão;Pedi durante dois anos para sair daquele horário do Jornal da Globo e não fui atendida. Tinha de cuidar da minha vida pessoal, afinal trabalho se arranja, mas marido não.
Ana_Paula_Padrão;Como doces pra caramba e sou chocólatra.
Ana_Paula_Padrão;A minha busca da maternidade foi limitada pela questão física. Não há nada que eu possa fazer. Tudo o que eu podia fazer, eu fiz.
Ana_Paula_Padrão;Sofro cada vez que dou uma palestra ou recebo um prêmio. Fico com a mão fria, nervosa. Na adolescência, o trauma era outro. Eu era feia. Até os 16 não usei saia, achava minhas pernas feias. E só vestia camisas de mangas compridas porque achava os braços magros. Até os 15, ninguém olhava pra mim.
Ana_Paula_Padrão;Decidi não fazer mais tratamentos para engravidar. São exaustivos e acabam tirando o prazer de um casamento que é bom. Mantenho o sonho de ser mãe, mas talvez tenha passado o meu tempo. Todo mundo carrega uma dor e essa é a minha.
Ana_Paula_Padrão;Sou um poço de insegurança.
Ana_Paula_Tabalipa;Primeiro, por ser uma novela bíblica e contar a história do homem mais famoso do mundo, o que é uma responsabilidade absurda. É muito difícil para mim, principalmente, achar o tom dela em que parece má, mas não é. Chego nas cenas pedindo ajuda ao Gabriel [Gracindo], aos diretores, para todo mundo. É um desafio diário passar verdade, estar dentro da personagem e entender por que ela faz essas coisas. Não tenho vergonha de pedir ajuda para fazer Asisa. Tem gente que busca memórias anteriores, prefiro viver o momento da cena.
Ana_de_Castro_Osório;"O homem português não está habituado a deparar no caminho da vida com mulheres suas iguais pela ilustração, suas companheiras de trabalho, suas colegas na vida pública; por isso as desconhece, as despreza por vezes, as teme quase sempre."
Ana_de_Castro_Osório;"Portanto, ser feminista é o dever de todos os pais. Porque ser feminista não é querer as mulheres umas insexuais, umas masculinas de caricatura, como alguns cuidam; mas sim desejá-las criaturas de inteligência e de razão, educadas util e praticamente de modo a vêrem-se ao abrigo de qualquer dependencia, sempre amarfanhame para a dignidade humana."
Ana_de_Castro_Osório;Acabe-se com todas as prepotencias e todos os privilegios, tanto de raça, como de classe, como de sexo, e deixemos que, individualmente, cada homem e cada mulher, procurem ser felizes a seu modo, organisem os seus lares como entenderem, desde que esse conjuncto se harmonise numa sociedade de mais justiça e tolerancia.
Anacársis;Melhor ter um amigo de grande valor, do que muitos amigos que são bons para nada.
Anahí;Eu realmente não sei se você acredita em magia, eu não sei se você acredita em tudo no que eu acho que você sabe que eu acho, e há momentos em que um monte de gente tirar sarro de mim para as crenças que eu tenho como que ( aponta para uma imagem de Tinkerbell), assim (mostra sua tatuagem de Peter Pan), eu acredito em fadas. Como você pode estar errado nesta vida, como você pode ficar triste se alguém acredita em você? Tudo o que eu quero dizer é que não permitem que nada nem ninguém parar de acreditar em si mesmo, acreditar no que eles querem, mas acredito que, realmente acredito que, se você acreditar que é possível. E eu prometo a você que, se em algum momento você se sentir triste ou se sentir um pouco baixo, tudo vai mudar, algum dia .
Analice_Nicolau;Quero o voto da molecada
Analista_de_Bagé,_O;Pra besteira e financiamento do Banco do Brasil, sempre se arranja um jeito.
Analista_de_Bagé,_O;Se todo mundo fosse gaúcho, ser gaúcho não teria vantagem.
Analista_de_Bagé,_O;Engraçado é gorda botando as calça.
Analista_de_Bagé,_O;O gaúcho é o que é porque a bombacha dava espaço.
Analista_de_Bagé,_O;Quem trepa vestido é padre e tartaruga.
Analista_de_Bagé,_O;[Tive] uma infância normal de interior: o que não aprendi no galpão, aprendi atrás do galpão.
Analista_de_Bagé,_O;Pra amarrar cavalo no campo e mulher em casa, só carece de pau firme.
Analista_de_Bagé,_O;Más prestimosa que mãe de noiva em dia de casamento.
Analista_de_Bagé,_O;Mais enrolado que lingüiça de venda.
Analista_de_Bagé,_O;Mais por fora que joelho de escoteiro.
Analista_de_Bagé,_O;...e a indiada mentindo mais que guri pra entrar em baile.
Analista_de_Bagé,_O;Mais rápido do que enterro de pesteado.
Analista_de_Bagé,_O;Mais caro que argentina nova na zona.
Analista_de_Bagé,_O;Mais bagunça que espirro em farofa.
Analista_de_Bagé,_O;Mais comentada que vida de manicure.
Analista_de_Bagé,_O;Roda de carreta chega cantando e se vai gemendo.
Analista_de_Bagé,_O;Bravateiro como castelhano em chineiro
Analista_de_Bagé,_O;Sujo como pé de guri
Analista_de_Bagé,_O;Branco como catarina assustado
Analista_de_Bagé,_O;Duro como trança de beata.
Anarquismo;A anarquia é a ordem.
Anarquismo;Aquele que botar as mão sobre mim, para me governar, é um usurpador, um tirano. Eu o declaro meu inimigo
Anarquismo;A desobediência é a virtude original do homem.
Anarquismo;O Estado é a negação da humanidade, a negação da Natureza!
Anarquismo;Qualquer governo é melhor que a ausência de governo. O despotismo, por pior que seja, é preferível ao mal maior da Anarquia, da violência civil generelizada, e do medo permanente da morte violenta.
Anarquismo;[...] a esperança nos juízes é a última esperança. Ela estará perdida, quando os juízes já nos não escudarem dos golpes do Governo. E, logo que o povo a perder, cada um de nós será legitimamente executor das próprias sentenças, e a anarquia zombará da vontade dos presidentes como o vento do argueiro que arrebata.
Anarquismo;Que se pretende fazer do homem? É esta pergunta que se propõe responder a filosofia da educação.(...) O homem tem necessidade de valores em que possa acreditar, de modelos que possa seguir. Quando esses valores e esses modelos faltam ou diminuem na sua incentividade, é o caos moral, a anarquia, a desorientação.
Anarquismo;As pessoas pensam que a Wikipédia é uma anarquia, mas a base dela é a meritocracia, na qual o conteúdo e as ações dos colaboradores mais confiáveis e ativos têm mais destaque que a de outros. Esse tipo de método é baseado em mérito. Trata-se de um sistema muito bom, e é, sim, hierarquizado. Esse é o modelo que a Wikipédia vai continuar trilhando, de acordo com as mudanças que estamos tendo de implantar aos poucos, para dar mais confiabilidade à enciclopédia.
Anastásia_Nikolaevna_Romanova;Brincamos no baloiço e foi aí que eu me perdi de riso, a queda foi tão maravilhosa! Mesmo! Eu já contei isto às nossas irmãs tantas vezes ontem que elas já estão fartas de me ouvir, mas eu podia continuar a contar a história para sempre... Que clima fantástico temos tido! Qualquer um podia simplesmente gritar de alegria.
Anastásia_Nikolaevna_Romanova;"Alguém que estava conversando comigo sobre as quatro pequenas garotas, disse-me: Olga tem graça, inteligência e boa aparência; Tatiana é uma beleza completa; Maria é de natureza tão doce, bondosa e prestativa, que ninguém conseguiria deixar de amá-la; mas a pequena Anastásia tem um charme pessoal superior ao de qualquer criança que eu já vi."
Anastásia_Nikolaevna_Romanova;Não é justo com sua beleza, por Anastásia ter sido menos bonita do que suas irmãs. Ela era pequena em altura e seus traços eram irregulares. Seu nariz era um tanto grande e sua boca bastante larga. Ela tinha um queixo pequeno e reto, que carecia quase inteiramente da habitual curva abaixo do lábio inferior. Mas seus olhos - azuis, luminosos, sempre faiscando de humor - eram verdadeiramente belos. Foi de seu pai que ela herdou estes olhos. Eu nunca havia conhecido uma pessoa que lhe foi apresentada pela primeira vez, e que não comentara sobre a beleza dos olhos dele.
Anastásia_Nikolaevna_Romanova;Ela, sem dúvida bateu o recorde de castigos na família, era um verdadeiro génio a pregar partidas.
Anastásia_Nikolaevna_Romanova;Anastásia, uma criança perspicaz e esperta, era uma macaca para brincadeiras, muitas delas às vezes praticadas para a diversão dos outros. Eu me lembro uma vez, quando a família estava no estado polonês no inverno, as crianças estavam divertindo-se em guerras de bolas de neve. O diabinho que às vezes parecia possuir Anastásia, levou-a a atirar uma pedra dentro de uma bola de neve à sua ternamente amada irmã, Tatiana. O míssil atingiu a pobre garota no rosto com tanta força, que ela caiu inconscientemente no chão. A aflição e horror de Anastásia duraram por muitos dias e a curaram permanentemente das piores propensões de praticar brincadeiras.
Anastásia_Nikolaevna_Romanova;Anastásia era muito travessa e engraçada. Ela tinha um forte senso de humor e os arremessos de seu sarcarsmo quase sempre provocavam marcas sensíveis. Ela era uma criança terrível, embora suas faltas tendessem a ser corrigidas com a idade. Ela era extremamente preguiçosa, todavia com uma preguiça de uma criança dotada. Seu sotaque francês era excelente, e ela representava cenas de comédia com um notável talento. Ela era tão viva, e sua gaiatice tão infecciosa, que vários membros da suíte caiam no modo de chamá-la raio de Sol, o apelido que foi dado à sua mãe pela Corte Inglesa.
Anastásia_Nikolaevna_Romanova;Meu pai chegava em casa para jantar e usualmente nos contava algumas histórias sobre a Família Imperial. Um dia foi para Anastásia que meu pai disse: Anastásia Nikolaevna, você é feita de ouro. Ao que ela retornou: De forma alguma, sou feita do mais ordinário couro.
Anastásia_Nikolaevna_Romanova;Ingenuidade e total simplicidade eram as maiores características de Anastásia Nikolaevna. Quando pequena, ela era muito travessa, detectando imediatamente os trejeitos cômicos das pessoas, e em seguida imitando-os muito habilmente, então isso era uma diversão irresistível. Mas quando cresceu, Esse hábito bastante irreverente tornou-se menos comum.
Anastásia_Nikolaevna_Romanova;Talvez a Anastásia se tivesse tornado na mais bonita das irmãs se tivesse vivido mais tempo. As suas feições eram regulares e bem delineadas. Ela tinha um cabelo bonito, olhos bonitos e vivos como se tivessem sempre um sorriso brincalhão escondido nas suas profundidades, e sobrancelhas negras que quase se juntavam. Tudo isto combinado, tornava a Grã-Duquesa mais nova diferente de todas as irmãs. Ela tinha um aspecto próprio e parecia-se mais com a família da mãe do que com a do pai. Ela era muito baixa, mesmo aos 17 anos e era, na altura, bastante gorda, mas era gordura da adolescência. Ela teria-a ultrapassado como a sua irmã Maria.
Anastásia_Nikolaevna_Romanova;[Nas festas em que ela levava as meninas] As garotas aproveitavam cada minuto delas. Especialmente a minha afilhada, Anastásia. Ainda posso ouvir seu riso murmurando através do quarto todo. Danças, música, jogos, ela lançava-se fervorosamente em todos eles.
Anatole_France;Toda a arte de ensinar é apenas a arte de acordar a curiosidade natural nas mentes jovens, com o propósito de serem satisfeitas mais tarde, e a curiosidade é viva e saudável apenas nas mentes felizes..
Anatole_France;O futuro permanece escondido até dos homens que o fazem.
Anatole_France;O cristianismo prestou ao amor um grande serviço, quando o anunciou como pecado.
Anatole_France;Não há governos populares. Governar é descontentar.
Anatole_France;O que a juventude tem de melhor é a capacidade de admirar sem compreender.
Anatole_France;O pensamento é uma doença peculiar de certos indivíduos, que, a propagar-se, em breve acabaria com a espécie.
Anatole_France;Trabalho distrai a vaidade, engana a falta de poder e traz a esperança de um bom evento.
Anatole_France;Eu tinha calçado os chinelos e vestido o roupão.
Anatole_France;Ao ouvir tais palavras, pensei que é um grande erro ser desgraçado e que esse erro não se perdoa aos que foram, por muito tempo, dignos de inveja. A queda deles vinga e dá prazer aos outros – todos impiedosos.
Anatole_France;"Ah! Na minha idade sabe-se demais como a vida é pouco inocente; sabe-se demais o que se perde, demorando neste mundo; e só se tem confiança na mocidade."
Anatole_France;Preferi sempre a loucura das paixões à sabedoria da indiferença.
Anatole_France;Estar triste é quase sempre pensar em si mesmo.
Anatoly_Karpov;Xadrez é tudo - arte, ciência e esporte.
Anaximandro;Todos os seres derivam de outros seres mais antigos por transformações sucessivas.
Anaxágoras;O homem é o mais sábio de todos os seres, porque ele tem as mãos.
Anaxágoras;Prefiro uma gota de sabedoria a toneladas de riqueza.
Anaxágoras;O visível abre nossos olhos ao invisível.
Anaxágoras;Todas as coisas estavam juntas, infinitas em número e em pequenez, pois o pequeno também era infinito.
Anaxágoras;E uma vez que essas coisas são assim, devemos supor que não estão contidas muitas coisas e de todos os tipos de coisas que estão se unindo, as sementes de todas as coisas, com todos os tipos de formas e cores e sabores.
Anaxágoras;A mente é infinita e auto-governada, e é misturado com nada, mas é só por si mesma.
Anaxágoras;Os gregos seguem um uso errado em falar de vir a ser e desaparecer, porque nada nasce ou morre, mas apenas se mistura e se separam das coisas que são. Assim que seria justo chamá vir a ser mistura, e passando a separação.
Anaxágoras;O sol fornece à lua o seu brilho.
Anaxágoras;As coisas que estão no mundo não são divididas nem separadas por um golpe de machado
Anaxágoras;Seria errado imaginar que Anaxágoras fosse ateu. No entanto, a sua concepção de deus era filosófica e não alinhada com a religião oficial de Atenas. Foi acusado de ateísmo pelas suas opiniões nada ortodoxas, pois ele equiparou deus aos nous, o princípio ativo que é a fonte de todo movimento.
Anaxímenes_de_Mileto;Assim como nossa alma, que é o ar, nos sustenta, a respiração e o ar envolvem o mundo inteiro.
Anaxímenes_de_Mileto;Ele afirma que, uma vez que o ar se solidifica, a terra é formada primeiro, que é muito plana - e, portanto, com razão permanece suspensa no ar -: o sol, a lua, as outras estrelas têm o princípio de nascimento da terra. Na verdade, ele afirma que o sol é a terra, que, devido à rapidez de seu movimento, tornou-se muito quente e incandescente.
Anaïs_Nin;Ajusto-me a mim, não ao mundo.
Anaïs_Nin;Não vemos as coisas como elas são, mas como nós somos.
Anaïs_Nin;A vida se contrai e se expande proporcionalmente à coragem do indivíduo.
Anaïs_Nin;Ela sempre enfurecia-se sozinha, irritava-se sozinha, suportava sozinha suas intensas convulsões emocionais, das quais ele nunca participava.
Anaïs_Nin;A tua beleza submerge-me, submerge o mais fundo de mim. E quando a tua beleza me queima, dissolvo-me como nunca, perante um homem, me dissolvera. De entre os homens eu era a diferente, era eu própria, mas em ti vejo a parte de mim que és tu. Sinto-te em mim. Sinto a minha própria voz tornar-se mais grave como se te tivesse bebido, como se cada parcela da nossa semelhança estivesse soldada pelo fogo e a fissura não fosse detectável.
Anaïs_Nin;Todos os navios se afundam com fogo nos porões e há fogos que crepitam nas arrecadações de cada casa. A mais branca carne do ser que se ama é a que o vidro partido irá cortar e a que a roda irá esmagar. Os longos uivos na noite são uivos de morte. A noite é o assessor dos carrascos. O dia é a luz das descobertas estridentes. Se um cão ladra é porque o homem que ama feridas profundas salta pela janela. O riso precede a histeria. Eu espero a grande queda com a espuma na boca.
Anders_Arborelius;É importante ajudar a todos os batizados a descobrir que vivem em união contínua com o Jesus Cristo e que sua vida diária é um ato de serviço e adoração.
Anders_Chydenius;Pátria sem liberdade e mérito é uma palavra grande com pouco significado.
Anderson_Freire;Você é um espelho que reflete a imagem do Senhor não chore se o mundo ainda não notou já é o bastante Deus reconhecer o seu valor você é precioso, mais raro que o ouro puro de ofir se você desistiu, Deus não vai desistir ele está aqui pra te levantar se o mundo te fizer cair.
Anderson_Freire;Acalma o meu coração! Acalma o meu coração! O vento está soprando, mas é Te adorando que venço o mar da aflição. Acalma o meu coração! Acalma o meu coração só venço esse mundo se for em Tua presença acalma o meu coração.
Anderson_Freire;Nada vai interromper minha adoração babilônia não habita no meu coração nem o fogo vai fazer.
Anderson_Herzer;"Minha mãe era uma mulher vulgar. Nem minha, nem de minha irmã; nem de João, Pedro ou José. De todos ao mesmo tempo sozinha."
Andre_Agassi;Não sei como meu corpo vai reagir, mas continuarei tentando até o dia em que não houver mais nada a fazer
Andrea_Cordero_Lanza_di_Montezemolo;O importante é responder à pergunta: Hoje, é ainda válida a mensagem de São Paulo? De que modo? E essas pessoas deverão testemunhar o quanto seja importante a palavra de Deus através de Paulo, o quanto ela seja viva e eficaz na vida atual.
Andrea_Dworkin;"A natureza da opressão das mulheres é única: as mulheres são oprimidas enquanto mulheres, sem considerações de classe ou raça; algumas mulheres têm acesso à riqueza significativa, mas essa riqueza não significa poder; mulheres podem ser encontradas em todo lugar, mas não possuem ou controlam nenhum território apreciável; mulheres vivem com aqueles que as oprimem, dormem com eles, têm seus filhos — nós estamos entrelaçadas, desesperadamente parece, nas entranhas do mecanismo e do modo de vida que é danoso para nós."
Andrea_Dworkin;"Homens que querem ajudar as mulheres em nossa luta por liberdade e justiça deviam compreender que não é extraordinariamente importante para nós que eles aprendam a chorar; é importante para nós que eles parem os crimes de violência contra nós."
Andrea_Dworkin;Toda dominação pessoal, psicológica, social e institucionalizada nessa terra pode ser remetida a uma mesma fonte original: as identidades fálicas dos homens.
Andrea_Dworkin;"Nesta sociedade, a norma da masculinidade é agressão fálica. Sexualidade masculina é, por definição, intensamente e rigidamente fálica. A identidade de um homem é situada na sua concepção de si mesmo como o possuidor de um falo; o valor de um homem é localizado no orgulho dele em identidade fálica. A característica principal da identidade fálica é que o valor é inteiramente contingente na posse de um falo. Já que os homens não têm nenhum outro critério de valor, nenhuma outra noção de identidade, aquelas que não possuem falos não são reconhecidas como completamente humanas."
Andrea_Dworkin;No tempo em que somos mulheres, medo é tão familiar para nós como ar. É o nosso elemento. Nós vivemos nele, nós inalamos ele, nós exalamos ele, e na maioria do tempo nós nem notamos isso. Ao invés de Eu tenho medo, nós dizemos, Eu não quero, ou Eu não sei como, ou Eu não posso.
Andrea_Dworkin;"O fato que todas nós somos treinadas da infância em diante para sermos mães significa que nós todas somos treinadas para devotar nossas vidas aos homens, quer eles sejam nossos filhos ou não; que todas nós somos treinadas a forçar outras mulheres a exemplificar a falta de qualidades que caracteriza a construção cultural da feminilidade."
Andrea_Dworkin;"Para uma mãe, o projeto de criar um menino é o projeto mais satisfatório que ela pode esperar. Ela pode assistí-lo, enquanto uma criança, brincar com os jogos que ela não era autorizada a brincar; ela pode investir nele suas ideias, aspirações, ambições, e valores — ou tudo o que tenha sobrado delas; ela pode assistir ao seu filho, que veio da sua carne e cuja vida foi sustentada pelo seu trabalho e devoção, personificá-la no mundo. Então, enquanto o projeto de criar um menino é repleto de ambivalência e leva inevitavelmente à amargura, ele é o único projeto que permite a uma mulher ser — ser através do seu filho, viver por meio do seu filho."
Andrea_Dworkin;"Um homem pode ser um herói se ele é um cientista, ou um soldado, ou um viciado em drogas, ou um locutor, ou um medíocre político mesquinho. Um homem pode ser um herói porque ele sofre e se desespera; ou porque ele pensa logicamente e analiticamente; ou porque ele é sensível; ou porque ele é cruel. Riqueza estabelece um homem como um herói, assim como a pobreza. Virtualmente qualquer circunstância na vida de um homem o tornará um herói para algum grupo de pessoas e tem uma versão mítica na cultura — na literatura, arte, teatro, ou nos jornais diários."
Andrea_Dworkin;Sexismo é a fundação onde toda tirania é construída. Toda forma social de hierarquia e abuso é moldada a partir da dominação do macho sobre a fêmea.
Andrea_Dworkin;A genialidade de qualquer sistema escravista se encontra nas dinâmicas que isolam os escravos uns dos outros, que ocultam a realidade de uma condição comum, e tornam inconcebível a rebelião unida contra o opressor.
Andrea_Dworkin;O desejo de dominação é uma besta voraz. Nunca há corpos quentes suficientes para saciar sua fome monstruosa. Uma vez viva, essa besta cresce e cresce, se alimentando de toda vida ao seu redor, percorrendo a terra para encontrar novas fontes de nutrição. Essa besta vive em cada homem que refestela-se na servidão feminina.
Andrea_Dworkin;"O sadismo sexual efetiva a identidade masculina. Mulheres são torturadas, chicoteadas, e acorrentadas; mulheres são amarradas e amordaçadas, marcadas e queimadas, cortadas com facas e fios; mulheres são urinadas e defecadas; agulhas em brasa são cravadas nos peitos, ossos são quebrados, retos são rasgados, bocas são devastadas, bocetas são brutalmente caceteadas por pênis após pênis, vibrador após vibrador — e tudo isto para estabelecer no macho um sentido viável de seu valor próprio."
Andrea_Dworkin;"O conceito masculino utópico que é a premissa da pornografia é este — já que a masculinidade é estabelecida e confirmada contra os corpos brutalizados das mulheres, os homens não precisam agredir uns aos outros; em outras palavras, as mulheres absorvem a agressão masculina de modo que os homens fiquem a salvo disto."
Andrea_Dworkin;"Os rituais de sadismo masculino contra os corpos das mulheres são os meios pelos quais a agressão masculina é socializada de modo que um homem possa associar-se com outros homens sem o perigo iminente de agressão masculina contra sua própria pessoa. O projeto erótico comum de destruir mulheres torna possível aos homens se unirem em uma irmandade; este projeto é a única base firme e confiável para cooperação entre machos e todo laço masculino é baseado nisto."
Andrea_Dworkin;"Nós pensamos que vivemos em uma sociedade heterossexual porque a maioria dos homens está fixada nas mulheres como objetos sexuais; mas, de fato, nós vivemos em uma sociedade homossexual porque todas as transações críveis de poder, autoridade, e autenticidade realizam-se entre homens; todas as transações baseadas em igualdade e individualidade realizam-se entre homens. Homens são reais; portanto, todo relacionamento real acontece entre homens; toda comunicação real acontece entre homens; toda reciprocidade real acontece entre homens; toda mutualidade real acontece entre homens."
Andrea_Dworkin;"O amor romântico, tanto na pornografia quanto na vida real, é a mítica celebração da negação feminina. Para uma mulher, o amor é definido como sua boa vontade para se submeter a sua própria aniquilação... A prova de amor é que ela está disposta a ser destruída por aquele que ela ama, pelo seu bem. Para as mulheres, o amor é sempre auto-sacrifício, sacrifício de sua identidade, desejo e integridade de seu corpo; para que satisfaça e se redima diante da masculinidade de seu amado."
Andrea_Dworkin;"A masculinidade só pode ser experimentada, alcançada, reconhecida, e personificada em oposição à feminilidade. Quando os homens colocam sexo, violência, e morte como verdades eróticas elementares, eles pretendem dizer isto — que sexo, ou foder, é o ato que os possibilita experimentarem sua própria realidade, ou identidade, ou masculinidade o mais concretamente; que violência, ou sadismo, é o meio pelo qual ele efetiva essa realidade, ou identidade, ou masculinidade; e que a morte, ou a negação, ou a inexistência, ou a contaminação pela fêmea é o que eles arriscam cada vez que penetram no que eles imaginam ser o vazio do buraco da fêmea."
Andrea_Dworkin;Somente quando a masculinidade estiver morta — e ela perecerá quando a feminilidade devastada não mais sustentá-la — somente então nós saberemos o que é sermos livres.
Andrea_Dworkin;Enquanto fofoca entre mulheres é universalmente ridicularizada como baixa e trivial, fofoca entre homens, especialmente se é sobre mulheres, é chamada de teoria, ou ideia, ou fato.
Andrea_Dworkin;"Inteligência selvagem abomina qualquer mundo estreito; e o mundo das mulheres deve permanecer estreito, ou a mulher é uma fora da lei. Nenhuma mulher poderia ser Nietzsche ou Rimbaud sem terminar em um prostíbulo ou lobotomizada."
Andrea_G._Pinketts;Uma casa sem livros é como uma pornostar sem vagina.
Andrea_Migliavacca;A sociedade ocidental está claramente em declínio, não é capaz de criar a integração, mas, ao contrário, tem sempre mais evidentes hábitos racistas, ergue os muros e não sabe cooperar com a unidade da Europa que está sob o fogo de egoísmos e nacionalismos. Precisaríamos de um novo Leonardo para inverter a rota.
Andrea_Mugione;Sublinhamos muito o ícone do Cristo Crucificado para o Padre Pio, mas devemos acrescentar que o ícone verdadeiro é o de Cristo Crucificado. É também aquele do Cristo Crucificado e Ressuscitado, porque ao final ele sempre nos comunica a alegria de viver.
Andrea_Neves_da_Cunha;Faço política como instrumento para colaborar com a sociedade, para ajudar a transformá-la
Andrea_Tornielli;O Sucessor de Pedro não tem o problema de dar a conhecer de que lado está, porque o Vigário de Cristo, como seu Senhor, está sempre com os inocentes que sofrem como Jesus sofreu na cruz. Cada palavra que ele diz, cada tentativa que faz, tem como objetivo salvar vidas humanas, não ceder à lógica do mal, combater o mal com o bem.
Andrea_Tornielli;Diante da secularização e da evidente dificuldade que os cristãos encontram hoje para transmitir a fé, é possível fechar-se, buscando criar comunidades perfeitas, que se abstraem do mundo para preservar seu pequeno ou pequeníssimo rebanho, à espera que passe a tempestade e com a nostalgia de um passado que não existe mais. Ou, e este é também um risco muito presente hoje, há uma dedicação hiperativa às estratégias missionárias, convencidos de que anúncio, testemunho e também conversão, não são frutos do Espírito a quem dar espaço, mas fruto da nossa capacidade e de nossos protagonismos. Assim há o risco, infelizmente recorrente na era digital, de que no centro da evangelização esteja o evangelizador e as suas descobertas, e não o Evangelho e seu Protagonista. Dar espaço ao Protagonista: este é o sentido profundo da conversão, como metanóia, como mudança de mentalidade à luz do Evangelho.
Andreas_Choi_Chang-mou;Considerando a situação da Coréia do Norte, o conflito sedimentado há meio século, estamos conscientes de que o percurso de reaproximação deverá ser gradual. Não podemos falar de missão, mas de diálogo e reconciliação. É uma questão de considerar os coreanos do Norte nossos irmãos, pessoas a serem amadas, par além da ideologia e do poder opressivo que sofrem.
Andreas_Choi_Chang-mou;Na Coréia do Norte, após as perseguições das décadas passadas, há a chamada Igreja do silêncio: uma comunidade de pessoas que não deixaram apagar a chama do Espírito, mas que não têm liberdade para se professar como fiéis em Cristo. É uma Igreja que sofre, que é incentivada e, aos poucos, despertada, nunca abandonada.
Andressa_Urach;A 'antiga Andressa' é como uma droga da qual eu estou me desintoxicando aos poucos.
Andrew_Abbott;Biografia de Andrew Abbott
Andrew_Adamson;Para mim foi uma questão de continuar o que havíamos começado nos dois primeiros filmes – manter o espírito mágico e deslumbrante da franquia – mas contando uma história totalmente diferente. Então foi uma combinação de se manter fiel e ser, ao mesmo tempo, o mais original possível.
Andrew_Carnegie;Pense em si como um portal de sucesso sem paralelo. Uma vida inteira, gloriosa, se abre à sua frente. Consiga!
